"text","category"
"I finally cleared this month's rent this weekend, since my mother advised me to review the tax filing.","Finance"
"doctor ne bola specialist ko dikhao aankhon mein dhundhlapan ke liye","Health"
"my online banking got auto-debited since Monday","Finance"
"the delivery guy recommended a place that serves amazing dosa plus i tried making pav bhaji at home for the past three days.","Food"
"We're hosting friends just now and planning to make rajma chawal.","Food"
"It's hard to explain but I feel very motivated because nothing seems to be going right.","Mood/Emotion"
"acidity ki wajah se do din se kaam pe nahi ja paaya, par seene mein jakadan ki wajah se pichle hafte se kaam pe nahi ja paaya.","Health"
"my professor suggested I see a specialist because of a skin rash.","Health"
"delivery wale ne bola thoda rest kar acidity thik ho jayega halaanki professor ne bola specialist ko dikhao loose motion ke liye.","Health"
"I'm nervous about the class test scheduled next month.","Education"
"Sach kahoon toh us baat cheet ke baad, mann bahut akela hai.","Mood/Emotion"
"I'm not sure whether to take a cab or drive to Rishikesh.","Travel"
"papa ne bola my savings account review karo lekin the insurance premium check kiya toh kuch ajeeb laga.","Finance"
"kal se Delhi ghumne ka plan bana raha hoon.","Travel"
"The delivery for a new smartphone is delayed these days even though the store had a huge sale on a laptop bag this evening.","Shopping"
"We're hosting friends these days and planning to make momos.","Food"
"Goa ke itinerary mein bahut saari sightseeing hai aur agle hafte Ladakh ke liye packing karni hai.","Travel"
"The delivery for a formal shirt is delayed this evening, though the store had a huge sale on a pair of sneakers this month.","Shopping"
"agle hafte ghar pe momos banane ki koshish ki","Food"
"I'm returning a dining table because it didn't fit, since my professor recommended a good brand for a dining table.","Shopping"
"I forgot to mention the garden we're planting to you earlier even though the weather came up randomly in conversation this evening.","General/Other"
"I'm nervous about the history assignment scheduled this morning plus i have to submit the group presentation this morning.","Education"
"i ordered a formal shirt online this morning since i added a set of headphones to my cart but haven't checked out yet.","Shopping"
"subah se my phone reinstall karna pada.","Technology"
"I had to skip work due to nausea this weekend.","Health"
"teacher ne physics samjhaane mein madad ki.","Education"
"Mujhe kal se pet dard ho raha hai.","Health"
"Everyone at home was discussing the garden we're planting next week.","General/Other"
"agle hafte the class test submit karna hai, aur raat se wale the literature essay ko lekar nervous hoon.","Education"
"I stayed up all night finishing mathematics.","Education"
"the shopkeeper asked me to revise the marketing plan in a while i'll be working from home just now to complete the audit checklist.","Work/Office"
"i have to submit the entrance exam just now plus my boss helped me understand the entrance exam better.","Education"
"aaj shaam ko the weekend plans ke baare mein baat hui.","General/Other"
"I feel like loose motions is getting worse last night.","Health"
"parso the history assignment submit karna hai","Education"
"stomach pain has been bothering me since yesterday.","Health"
"i need to pay the loan application this weekend","Finance"
"We talked about the weekend plans for a while this month.","General/Other"
"Goa wali connecting flight kaafi comfortable thi.","Travel"
"kal raat se work from home karke client presentation complete karunga.","Work/Office"
"joint pain has been bothering me since Monday.","Health"
"The local train to Bangalore was surprisingly comfortable.","Travel"
"everyone at home was discussing the neighborhood cat this month","General/Other"
"Aakhirkar client presentation close kar diya aajkal.","Work/Office"
"is hafte dinner mein biryani order kiya.","Food"
"I finally cleared this month's rent from tomorrow.","Finance"
"Recovering slowly from nausea a few minutes ago.","Health"
"kuch ghanton se wale the final exams ko lekar nervous hoon.","Education"
"my browser internet se connect hi nahi ho raha thodi der mein.","Technology"
"The store had a huge sale on a dining table this evening, but the store had a huge sale on a dining table since morning.","Shopping"
"Aakhirkar result aa gaya.","Education"
"thodi der mein Kerala ke liye packing karni hai, par raat se Jaipur ke liye packing karni hai.","Travel"
"performance review ko lekar meeting hai do din se.","Work/Office"
"The airport security took forever last night","Travel"
"the doctor helped me understand the coding assignment better","Education"
"my sister mentioned an old photo album during our chat.","General/Other"
"dopahar se Rishikesh ghumne ka plan bana raha hoon lekin subah se Kerala ke liye packing karni hai.","Travel"
"I need to pack for Manali this month","Travel"
"Aakhirkar onboarding documents close kar diya kuch minute pehle lekin meri behen ne budget proposal ke baare mein call rakhi hai pichle teen din se.","Work/Office"
"sunglasses ki delivery late ho rahi hai agle hafte, par a set of headphones ki delivery late ho rahi hai kuch ghanton se.","Shopping"
"seene mein jakadan ki wajah se abhi kaam pe nahi ja paaya.","Health"
"i joined a study group for the final exams","Education"
"Subah se hi demotivated mehsoos ho raha hai plan cancel hone ke baad.","Mood/Emotion"
"Mujhe raat se chakkar ho raha hai.","Health"
"quarterly report ko lekar meeting hai dopahar se.","Work/Office"
"The road trip to Darjeeling was surprisingly comfortable.","Travel"
"mummy ne ek jagah bataayi jahan ka a cheese pizza zabardast hai.","Food"
"Pune wali overnight bus kaafi comfortable thi.","Travel"
"We ordered pasta for dinner since morning.","Food"
"Honestly, I feel restless because I miss my old friends.","Mood/Emotion"
"Monday se my phone reinstall karna pada.","Technology"
"Ghar pe sab a documentary I watched ke baare mein baat kar rahe the kal se.","General/Other"
"kal se dost aa rahe hain aur biryani banane ka plan hai.","Food"
"professor ne ek jagah bataayi jahan ka pasta zabardast hai.","Food"
"Aakhirkar sales deck close kar diya abhi.","Work/Office"
"Lately I feel really excited after a long day, and I don't know why.","Mood/Emotion"
"raat se half day liya project timeline complete karne ke liye","Work/Office"
"I finally booked a train ticket to Bangalore since i just checked in for my local train to Shimla.","Travel"
"I finally cleared my salary this evening.","Finance"
"i had to skip work due to a mild fever tomorrow","Health"
"my brother helped me understand the final exams better","Education"
"Aakhirkar the electricity bill clear kar diya agle mahine.","Finance"
"I spent some time dealing with the noisy construction nearby this afternoon.","General/Other"
"Store mein a formal shirt pe badi sale lagi hai agle hafte.","Shopping"
"The deadline for the client presentation got moved up from tomorrow, since our team is stuck on the audit checklist right now.","Work/Office"
"i'll be working from home just now to complete the code review","Work/Office"
"my laptop ka password bhool gaya.","Technology"
"I took a half day for a couple of hours to catch up on the team meeting notes.","Work/Office"
"I finally cleared the loan application these days.","Finance"
"the delivery guy recommended a place that serves amazing rajma chawal so my colleague recommended a place that serves amazing a fruit salad.","Food"
"Store mein a smartwatch pe badi sale lagi hai raat se","Shopping"
"The delivery for a new smartphone is delayed since last week.","Shopping"
"i need to pay the insurance premium since noon","Finance"
"Bataana mushkil hai lekin sab kuch ek saath ho raha hai isliye bahut nervous hoon.","Mood/Emotion"
"my monthly budget ki wajah se budget dobara plan kar raha hoon.","Finance"
"the traffic on the way home came up randomly in conversation since yesterday, and on top of that i noticed the weekend plans while walking since yesterday.","General/Other"
"Airport pe security check mein bahut time laga pichle hafte se.","Travel"
"I joined a study group for the thesis draft though i'm nervous about the final exams scheduled this morning.","Education"
"thodi der mein my credit score pay karna hai, aur papa ne bola my online banking review karo.","Finance"
"is weekend random mein a documentary I watched ki baat chal padi.","General/Other"
"Ghar pe sab the neighbor's new dog ke baare mein baat kar rahe the kuch minute pehle.","General/Other"
"I have to submit mathematics this month.","Education"
"Samajh nahi aa raha the Wi-Fi router itna slow kyun hai kal se.","Technology"
"the Wi-Fi router baar crash ho raha hai kal, lekin my laptop achanak kaam karna band kar diya Monday se.","Technology"
"The store had a huge sale on a new smartphone by Friday.","Shopping"
"aaj shaam ko the history assignment submit karna hai","Education"
"Aaj clinic jaana hai takhne mein sujan check karwane, uske upar se migraine ki wajah se abhi kaam pe nahi ja paaya.","Health"
"Our overnight bus to Singapore got delayed this afternoon, so our local train to Ooty got delayed a few minutes ago.","Travel"
"it's hard to explain but I feel a little low because nothing seems to be going right","Mood/Emotion"
"Honestly, I feel really excited thinking about the future but i've been feeling irritated thinking about the future.","Mood/Emotion"
"The deadline for the sales deck got moved up next week.","Work/Office"
"The delivery for a set of headphones is delayed right now.","Shopping"
"Hafton ki tayari ke baad aakhirkar budget proposal leadership ke saamne present kiya, unhone kuch changes maange final approval se pehle.","Work/Office"
"Let's order pizza tonight.","Food"
"Our connecting flight to Ladakh got delayed in a while and i'm planning a trip to Delhi next month.","Travel"
"I finally cleared my salary from tomorrow.","Finance"
"my mother mentioned the garden we're planting during our chat","General/Other"
"I woke up feeling a little low after that argument, and because of everything going on lately, I've just been feeling irritated.","Mood/Emotion"
"aakhirkar marketing plan close kar diya thodi der mein","Work/Office"
"parso my password manager reinstall karna pada.","Technology"
"We're hosting friends since two days and planning to make pav bhaji.","Food"
"Store mein a new smartphone pe badi sale lagi hai is mahine.","Shopping"
"Mujhe Friday tak se pet dard ho raha hai, aur mujhe agle mahine se sar dard ho raha hai.","Health"
"a pair of running shoes ki delivery late ho rahi hai aaj shaam ko","Shopping"
"Ghar pe sab the garden we're planting ke baare mein baat kar rahe the is weekend.","General/Other"
"The restaurant's a cheese pizza was absolutely delicious.","Food"
"customer support is not happy with how the budget proposal turned out.","Work/Office"
"my password manager internet se connect hi nahi ho raha aaj shaam ko, par samajh nahi aa raha my smartwatch app itna slow kyun hai dopahar se.","Technology"
"Friday tak wale the semester project ko lekar nervous hoon, aur agle hafte wale the final exams ko lekar nervous hoon.","Education"
"I have to submit the class test since yesterday","Education"
"the personal loan EMI auto-debit ho gaya agle hafte jabki the insurance premium auto-debit ho gaya is hafte.","Finance"
"the store had a huge sale on a kitchen mixer since two days, while the store had a huge sale on a pair of running shoes last night.","Shopping"
"my credit card bill auto-debit ho gaya kuch ghanton se par aakhirkar a fixed deposit clear kar diya do din se.","Finance"
"I've been dealing with weakness this month","Health"
"the operating system achanak kaam karna band kar diya Monday se.","Technology"
"teacher ne bola hiring paperwork revise karo pichle hafte se, kyunki code review submit kar diya subah se lekin abhi tak reply nahi aaya.","Work/Office"
"I can't shake off this nervous feeling after a long day so i woke up feeling so frustrated thinking about the future.","Mood/Emotion"
"I tried making paneer tikka at home just now","Food"
"mere colleague ne bola thoda rest kar sar dard thik ho jayega","Health"
"I'm not sure whether to take a local train or drive to Ooty.","Travel"
"Yeh proud wala feeling jaa hi nahi raha cheezein plan ke hisaab se na hone ki wajah se.","Mood/Emotion"
"parso dinner mein grilled sandwiches order kiya.","Food"
"i tried making noodles at home next week","Food"
"a laptop bag ki delivery late ho rahi hai aajkal.","Shopping"
"We ordered rajma chawal for dinner for the past three days.","Food"
"my laptop achanak kaam karna band kar diya pichle teen din se.","Technology"
"my colleague recommended a good brand for a kitchen mixer.","Shopping"
"I'll be working from home for the past three days to complete the sprint review though i have to present the client presentation in front of the leadership last night.","Work/Office"
"We're hosting friends tomorrow and planning to make biryani, but we ordered idli sambar for dinner for a couple of hours.","Food"
"Store mein a set of headphones pe badi sale lagi hai thodi der mein.","Shopping"
"Samajh nahi aa raha overnight bus loon ya khud drive karke Pune jaaun.","Travel"
"mere manager ne khush nahi hai status update ke result se.","Work/Office"
"Mujhe raat se kaan mein infection ho raha hai isliye aaj shaam ko se takhne mein sujan thik nahi ho raha.","Health"
"i finally cleared my bank statement this month","Finance"
"I tried making pasta at home tomorrow.","Food"
"We're hosting friends from tomorrow and planning to make butter chicken","Food"
"my brother advised me to review the electricity bill, because i need to pay this month's rent since noon.","Finance"
"i'm nervous about the group presentation scheduled this weekend","Education"
"agle hafte dinner mein pav bhaji order kiya, uske upar se mere roommate ne ek jagah bataayi jahan ka a fruit salad zabardast hai.","Food"
"I'm waiting for my refund for a formal shirt.","Shopping"
"Hamari team quarterly report pe atki hui hai dopahar se.","Work/Office"
"my professor helped me fix my email account even though i had to reinstall my smartwatch app from tomorrow.","Technology"
"I need to pay my salary since Monday.","Finance"
"Recovering slowly from a sore throat right now because the pharmacist gave me some tablets for a migraine.","Health"
"i have to submit the final exams this afternoon","Education"
"I need to study now.","Education"
"We ordered idli sambar for dinner since yesterday, while my mother recommended a place that serves amazing a cheese pizza.","Food"
"do din se the electricity bill pay karna hai.","Finance"
"I tried making biryani at home for the past three days.","Food"
"I'm troubleshooting the new software update right now.","Technology"
"pichle hafte se dost aa rahe hain aur butter chicken banane ka plan hai.","Food"
"a documentary I watched came up randomly in conversation since last week, though i noticed the festival preparations while walking right now.","General/Other"
"We're hosting friends right now and planning to make butter chicken","Food"
"Ooty wali cab kal delay ho gayi.","Travel"
"Mujhe aaj se acidity ho raha hai.","Health"
"Bataana mushkil hai lekin us bahas ke baad bahut kaafi frustrated hoon.","Mood/Emotion"
"I can't figure out why my smartwatch app is so slow last night because the shopkeeper helped me fix the new software update.","Technology"
"I've been dealing with a mild fever since last night since i had to skip work due to blurry vision from tomorrow.","Health"
"my friend asked me to revise the budget proposal these days.","Work/Office"
"Kerala ke itinerary mein bahut saari sightseeing hai.","Travel"
"after hearing the news, I've just been feeling quite anxious.","Mood/Emotion"
"the teacher mentioned the traffic on the way home during our chat","General/Other"
"I'm nervous about the scholarship application scheduled by Friday.","Education"
"Samajh nahi aa raha my password manager itna slow kyun hai is hafte.","Technology"
"is weekend random mein the family gathering this weekend ki baat chal padi","General/Other"
"meri behen ne the long queue at the grocery store ka zikr kiya baat cheet mein","General/Other"
"my cousin asked me to revise the budget proposal since two days.","Work/Office"
"The store had a huge sale on a pair of jeans for the past three days.","Shopping"
"Abhi Bangalore wali flight ke liye check-in kar liya.","Travel"
"Ghar pe sab the long queue at the grocery store ke baare mein baat kar rahe the is hafte.","General/Other"
"Sach kahoon toh itna busy rehne ki wajah se, mann bahut motivated hai.","Mood/Emotion"
"I noticed a migraine since noon and it's not going away, so i've been dealing with a mild fever tomorrow.","Health"
"ghutno mein dard ke liye appointment book karwa liya hai lekin is weekend se migraine thik nahi ho raha.","Health"
"Boss ko abhi report chahiye.","Work/Office"
"mere cousin ne bola my savings account review karo.","Finance"
"I finally cleared this month's rent since two days, because i need to pay my mutual fund investment this afternoon.","Finance"
"The store had a huge sale on a winter jacket this weekend.","Shopping"
"Samajh nahi aa raha the office printer itna slow kyun hai kal","Technology"
"the doctor suggested I see a specialist because of joint pain.","Health"
"a pair of sneakers ki delivery late ho rahi hai Friday tak.","Shopping"
"my sister helped me understand the chemistry lab report better.","Education"
"mere colleague ne bola thoda rest kar migraine thik ho jayega, uske upar se mere neighbor ne bola specialist ko dikhao migraine ke liye.","Health"
"Recovering slowly from a running nose since noon so i couldn't sleep properly because of loose motions by Friday.","Health"
"my neighbor mentioned a documentary I watched during our chat.","General/Other"
"I'm nervous about physics scheduled since noon.","Education"
"mere cousin ne ek jagah bataayi jahan ka a vegetable stir fry zabardast hai, par do din se dinner mein biryani order kiya.","Food"
"Mujhe abhi se kamzori ho raha hai.","Health"
"Our flight to Pune got delayed today.","Travel"
"I need to pay my monthly budget for a couple of hours, though my roommate advised me to review my online banking.","Finance"
"is weekend dost aa rahe hain aur a fruit salad banane ka plan hai, aur customer support wale ne ek jagah bataayi jahan ka dosa zabardast hai.","Food"
"meri behen ne the power cut yesterday ka zikr kiya baat cheet mein.","General/Other"
"Everyone at home was discussing a documentary I watched a few minutes ago","General/Other"
"I need to pay the insurance premium since morning.","Finance"
"the community meeting came up randomly in conversation this afternoon.","General/Other"
"I finally cleared this month's rent tomorrow.","Finance"
"customer support wale ne the history assignment samjhaane mein madad ki, isliye professor ne the thesis draft samjhaane mein madad ki.","Education"
"I'm still preparing for mathematics.","Education"
"manali wali local train kuch minute pehle delay ho gayi","Travel"
"I can't shake off this nervous feeling after finishing the task finally and i can't shake off this a bit lonely feeling since things didn't go as planned.","Mood/Emotion"
"There's a strange feeling of being demotivated after that argument.","Mood/Emotion"
"the office server ka password bhool gaya.","Technology"
"parso Shimla ke liye packing karni hai.","Travel"
"the operating system suddenly stopped working next week","Technology"
"The flight to Shimla was surprisingly comfortable.","Travel"
"Aajkal akela feel ho raha hai news sunne ke baad.","Mood/Emotion"
"the Wi-Fi router ka password bhool gaya.","Technology"
"I have to submit the thesis draft for the past three days.","Education"
"the long queue at the grocery store came up randomly in conversation this morning","General/Other"
"the operating system suddenly stopped working since Monday even though my smartwatch app won't connect to the internet this weekend.","Technology"
"I have to submit the class test in a while, and on top of that i'm nervous about the entrance exam scheduled tomorrow.","Education"
"Aakhirkar Kerala ke liye cab ki ticket book kar li halaanki agle hafte Udaipur ghumne ka plan bana raha hoon.","Travel"
"my professor recommended a place that serves amazing paneer tikka.","Food"
"I finally cleared my mutual fund investment since last week, but i finally cleared my credit score since Monday.","Finance"
"our overnight bus to Ooty got delayed today","Travel"
"my password manager won't connect to the internet tomorrow.","Technology"
"Aakhirkar a fixed deposit clear kar diya agle hafte.","Finance"
"pichle hafte se Udaipur ghumne ka plan bana raha hoon","Travel"
"is weekend Udaipur ke liye packing karni hai.","Travel"
"The store had a huge sale on a study lamp next week","Shopping"
"future ke baare mein soch kar, bas ek ajeeb sa restless feeling aa rahi hai.","Mood/Emotion"
"We're hosting friends from tomorrow and planning to make pav bhaji.","Food"
"my sister advised me to review my online banking.","Finance"
"My financial advisor suggested I split my savings between a fixed deposit and a mutual fund instead of keeping everything in a regular savings account.","Finance"
"sab kuch ek saath ho raha hai isliye, bas ek ajeeb sa bahut motivated feeling aa rahi hai.","Mood/Emotion"
"the weather came up randomly in conversation since morning","General/Other"
"i need to pay the personal loan EMI since Monday","Finance"
"my browser suddenly stopped working a few minutes ago.","Technology"
"agle hafte my smartwatch app reinstall karna pada, par mere manager ne my phone fix karne mein madad ki.","Technology"
"my cousin scheduled a call about the budget proposal these days.","Work/Office"
"I ordered new shoes.","Shopping"
"I finally cleared my online banking this afternoon","Finance"
"kal se online a laptop bag order kiya, isliye pichle teen din se online a laptop bag order kiya.","Shopping"
"We talked about the festival preparations for a while this afternoon","General/Other"
"mere bhai ne code review ke baare mein call rakhi hai thodi der mein.","Work/Office"
"I have to present the team meeting notes in front of the leadership by Friday while i'll be working from home today to complete the audit checklist.","Work/Office"
"my colleague suggested I see a specialist because of swelling in my ankle.","Health"
"the insurance premium auto-debit ho gaya aaj.","Finance"
"Bataana mushkil hai lekin cheezein plan ke hisaab se na hone ki wajah se bahut motivated hoon.","Mood/Emotion"
"i'm not sure whether to take a cab or drive to Jaipur plus our train to Delhi got delayed these days.","Travel"
"aaj wale the class test ko lekar nervous hoon, uske upar se agle mahine the chemistry lab report submit karna hai.","Education"
"dopahar se half day liya status update complete karne ke liye","Work/Office"
"Manali wali cab kaafi comfortable thi.","Travel"
"our overnight bus to Dubai got delayed next month so i'm not sure whether to take a overnight bus or drive to Ooty.","Travel"
"I submitted the quarterly report for the past three days but haven't heard back yet because i submitted the performance review since Monday but haven't heard back yet.","Work/Office"
"aakhirkar kaam khatam karne ke baad bas ek ajeeb sa thoda anxious feeling aa rahi hai","Mood/Emotion"
"We're hosting friends since noon and planning to make momos.","Food"
"I ordered a smartwatch online from tomorrow.","Shopping"
"I've been dealing with an ear infection today.","Health"
"abhi dinner mein momos order kiya.","Food"
"I'm nervous about the class test scheduled these days.","Education"
"aaj shaam ko the mobile app reinstall karna pada, jabki my laptop baar crash ho raha hai is weekend.","Technology"
"my laptop suddenly stopped working from tomorrow","Technology"
"Recovering slowly from dizziness today.","Health"
"customer support advised me to review the tax filing.","Finance"
"i'm waiting for my refund for a kitchen mixer","Shopping"
"pet dard ke liye appointment book karwa liya hai","Health"
"I'll be working from home last night to complete the budget proposal, though my boss asked me to revise the budget proposal since Monday.","Work/Office"
"the doctor advised me to review the tax filing, and my manager advised me to review my online banking.","Finance"
"I need to pack for Jaipur last night.","Travel"
"aaj the insurance premium pay karna hai.","Finance"
"papa ne bola the electricity bill review karo.","Finance"
"i'll be working from home since morning to complete the marketing plan even though i need to finish the status update before today.","Work/Office"
"aajkal Kolkata ghumne ka plan bana raha hoon, par pichle teen din se Ooty ghumne ka plan bana raha hoon.","Travel"
"I ordered sunglasses online tomorrow.","Shopping"
"I can't figure out why the new software update is so slow in a while, but my cousin helped me fix the office printer.","Technology"
"my email account internet se connect hi nahi ho raha abhi.","Technology"
"samajh nahi aa raha my phone itna slow kyun hai thodi der mein, isliye samajh nahi aa raha the Wi-Fi router itna slow kyun hai abhi.","Technology"
"pichle teen din se Manali ke liye packing karni hai.","Travel"
"the doctor helped me fix the mobile app","Technology"
"I'm not sure whether to take a road trip or drive to Varanasi so our local train to Mumbai got delayed a few minutes ago.","Travel"
"the airport security took forever this evening","Travel"
"pichle teen din se wale the chemistry lab report ko lekar nervous hoon isliye abhi bhi the semester project ki taiyari kar raha hoon.","Education"
"We're renting a car once we reach Delhi.","Travel"
"my manager helped me fix my email account.","Technology"
"I feel dizzy today.","Health"
"Main poori tarah drained feel kar raha hoon cheezein plan ke hisaab se na hone ki wajah se.","Mood/Emotion"
"Main kaafi frustrated feel kar raha hoon lambe din ke baad.","Mood/Emotion"
"i noticed the neighborhood cat while walking for the past three days because i spent some time dealing with the power cut yesterday since two days.","General/Other"
"We talked about the long queue at the grocery store for a while a few minutes ago.","General/Other"
"my professor advised me to review the personal loan EMI because i finally cleared my salary since last week.","Finance"
"mere roommate ne bola specialist ko dikhao pet dard ke liye, par professor ne bola thoda rest kar sar dard thik ho jayega.","Health"
"Yeh thoda anxious wala feeling jaa hi nahi raha lambe din ke baad.","Mood/Emotion"
"I couldn't finish my plate of pancakes, it was too spicy","Food"
"I read something interesting about the power cut yesterday, and on top of that my professor mentioned the neighbor's new dog during our chat.","General/Other"
"abhi Varanasi ghumne ka plan bana raha hoon.","Travel"
"friday tak dost aa rahe hain aur dosa banane ka plan hai","Food"
"I feel like a sore throat is getting worse this afternoon.","Health"
"the doctor helped me understand the semester project better.","Education"
"i have to present the vendor contract in front of the leadership last night and i took a half day this morning to catch up on the team meeting notes.","Work/Office"
"body aches has been bothering me since Monday so i noticed back pain since last week and it's not going away.","Health"
"the mobile app internet se connect hi nahi ho raha do din se.","Technology"
"I have to present the project timeline in front of the leadership today because the deadline for the project timeline got moved up today.","Work/Office"
"my phone baar crash ho raha hai is hafte.","Technology"
"my sister scheduled a call about the status update this afternoon.","Work/Office"
"my sister suggested I see a specialist because of weakness.","Health"
"Singapore wali local train subah se delay ho gayi.","Travel"
"Bank se the insurance premium ke baare mein notification aayi.","Finance"
"The cab to Rishikesh was surprisingly comfortable.","Travel"
"the shopkeeper helped me fix my phone","Technology"
"professor ne bola my mutual fund investment review karo.","Finance"
"Samajh nahi aa raha my phone itna slow kyun hai subah se.","Technology"
"mathematics ke liye ek study group join kiya, lekin kuch minute pehle the final exams submit karna hai.","Education"
"I joined a study group for the coding assignment.","Education"
"Bataana mushkil hai lekin wo message padhne ke baad bahut hopeful hoon.","Mood/Emotion"
"kal raat se Goa ghumne ka plan bana raha hoon, par samajh nahi aa raha connecting flight loon ya khud drive karke Mumbai jaaun.","Travel"
"Friday tak the history assignment submit karna hai","Education"
"The new cafe near my house serves the most amazing pav bhaji I've had in years, though the portions are honestly a bit smaller than expected.","Food"
"Aakhirkar this month's rent clear kar diya dopahar se, jabki mere cousin ne bola my monthly budget review karo.","Finance"
"papa ne the company website fix karne mein madad ki.","Technology"
"back pain has been bothering me tomorrow","Health"
"The store had a huge sale on a pair of running shoes for the past three days.","Shopping"
"Honestly, I feel hopeful since things didn't go as planned","Mood/Emotion"
"since the plans got cancelled, I've just been feeling so frustrated.","Mood/Emotion"
"Everyone at home was discussing the traffic on the way home by Friday.","General/Other"
"do din se leadership ke saamne code review present karna hai, jabki professor ne bola sprint review revise karo abhi.","Work/Office"
"is hafte se kamzori thik nahi ho raha halaanki loose motion ki wajah se is hafte kaam pe nahi ja paaya.","Health"
"Rishikesh wali flight dopahar se delay ho gayi.","Travel"
"customer support wale ne bola my monthly budget review karo","Finance"
"Aakhirkar this month's rent clear kar diya is mahine.","Finance"
"Aakhirkar baith kar poora monthly budget dobara banaya jab ehsaas hua ki kitni cheezon pe zaroorat se zyada kharch kar raha tha.","Finance"
"meri behen ne physics samjhaane mein madad ki kyunki poori raat jaagkar the group presentation complete kiya.","Education"
"i feel like chest tightness is getting worse next month since i've been dealing with acidity since last night.","Health"
"I skipped lunch and just had dosa instead.","Food"
"Aakhirkar a fixed deposit clear kar diya aaj shaam ko par my monthly budget auto-debit ho gaya is mahine.","Finance"
"I had to reinstall my laptop since morning, but my password manager suddenly stopped working last night.","Technology"
"Ladakh wali connecting flight dopahar se delay ho gayi","Travel"
"mere colleague ne physics samjhaane mein madad ki.","Education"
"the new furniture we bought came up randomly in conversation this weekend even though my professor mentioned the noisy construction nearby during our chat.","General/Other"
"mere bhai ne the Wi-Fi router fix karne mein madad ki.","Technology"
"the shopkeeper is not happy with how the sales deck turned out so there's a meeting about the hiring paperwork scheduled this weekend.","Work/Office"
"The restaurant's tacos was absolutely delicious.","Food"
"i've been feeling very motivated without any clear reason","Mood/Emotion"
"Aakhirkar client presentation close kar diya kal raat se.","Work/Office"
"I submitted the project timeline right now but haven't heard back yet even though our team is stuck on the code review last night.","Work/Office"
"sprint review ki deadline aage badh gayi kuch minute pehle, jabki aaj half day liya marketing plan complete karne ke liye.","Work/Office"
"agle mahine the scholarship application submit karna hai, uske upar se kal raat se wale mathematics ko lekar nervous hoon.","Education"
"customer support wale ne the group presentation samjhaane mein madad ki.","Education"
"mere roommate ne bola specialist ko dikhao badan dard ke liye","Health"
"Lunch skip karke seedha pav bhaji kha liya halaanki pichle teen din se ghar pe butter chicken banane ki koshish ki.","Food"
"I've been dealing with loose motions since morning, so my boss suggested I see a specialist because of chest tightness.","Health"
"customer support wale ne onboarding documents ke baare mein call rakhi hai do din se","Work/Office"
"I noticed the noisy construction nearby while walking since morning, but i spent some time dealing with the weekend plans a few minutes ago.","General/Other"
"Traffic ki wajah se connecting train miss ho gayi.","Travel"
"kal se Manali ghumne ka plan bana raha hoon","Travel"
"Ooty wali cab Friday tak delay ho gayi, isliye abhi Darjeeling ghumne ka plan bana raha hoon.","Travel"
"I feel like nausea is getting worse in a while","Health"
"customer support helped me understand the chemistry lab report better.","Education"
"I have to submit the final exams since yesterday.","Education"
"my neighbor helped me fix the office printer but i had to reinstall my email account by Friday.","Technology"
"My the loan application got auto-debited today.","Finance"
"i need to pack for Ooty tomorrow","Travel"
"Pata nahi kyun par wo message padhne ke baad bahut stressed lag raha hoon.","Mood/Emotion"
"aajkal walk karte waqt the family gathering this weekend dikha.","General/Other"
"dopahar se dinner mein butter chicken order kiya aur delivery wale ne ek jagah bataayi jahan ka paneer tikka zabardast hai.","Food"
"the tax filing auto-debit ho gaya parso.","Finance"
"Aakhirkar performance review close kar diya aaj.","Work/Office"
"Main nervous feel kar raha hoon news sunne ke baad.","Mood/Emotion"
"my phone internet se connect hi nahi ho raha raat se","Technology"
"I couldn't sleep properly because of a headache for the past three days and the delivery guy suggested I see a specialist because of loose motions.","Health"
"I can't shake off this restless feeling after getting that message.","Mood/Emotion"
"a pair of sneakers ki delivery late ho rahi hai kal raat se.","Shopping"
"kal se ghar pe tacos banane ki koshish ki.","Food"
"I finally cleared my online banking since yesterday","Finance"
"Our road trip to Delhi got delayed tomorrow.","Travel"
"mere neighbor ne my email account fix karne mein madad ki.","Technology"
"my email account suddenly stopped working this afternoon.","Technology"
"I submitted the status update next week but haven't heard back yet","Work/Office"
"I had to reinstall the office printer just now even though my external hard drive won't connect to the internet since morning.","Technology"
"my friend recommended a place that serves amazing tacos","Food"
"I had to reinstall the operating system since Monday.","Technology"
"my laptop baar crash ho raha hai aajkal jabki the office server internet se connect hi nahi ho raha aaj.","Technology"
"a new smartphone ki delivery late ho rahi hai aaj par store mein a study lamp pe badi sale lagi hai parso.","Shopping"
"The restaurant's momos was absolutely delicious.","Food"
"I can't shake off this restless feeling since the plans got cancelled.","Mood/Emotion"
"Store mein a pair of jeans pe badi sale lagi hai pichle hafte se.","Shopping"
"Mujhe kal raat se badan dard ho raha hai.","Health"
"Pata nahi kyun par itna busy rehne ki wajah se bahut thoda anxious lag raha hoon.","Mood/Emotion"
"aakhirkar the electricity bill clear kar diya Monday se","Finance"
"the shopkeeper scheduled a call about the marketing plan just now.","Work/Office"
"the doctor helped me understand mathematics better.","Education"
"I spent some time dealing with the weekend plans from tomorrow.","General/Other"
"do din se ghar pe momos banane ki koshish ki, jabki is weekend dinner mein a fruit salad order kiya.","Food"
"Just a heads up about a documentary I watched","General/Other"
